Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
99,2,83.0,2,3,1,231,At Risk
56,6,1771.04,3,5,4,354,Loyal Customers
219,2,660.27,1,3,3,133,At Risk
2,6,2018.6999999999998,5,5,4,554,Champions
151,4,1160.41,2,4,4,244,At Risk
166,2,554.67,2,3,3,233,At Risk
66,2,795.98,3,3,3,333,Loyal Customers
8,4,620.85,5,4,3,543,Loyal Customers
215,2,498.15000000000003,1,3,2,132,At Risk
39,2,509.75,3,3,3,333,Loyal Customers
8,3,1163.39,5,3,4,534,Loyal Customers
247,1,209.4,1,1,1,111,Others
19,2,639.56,4,3,3,433,Loyal Customers
368,1,191.74,1,1,1,111,Others
84,3,934.19,2,3,3,233,At Risk
58,8,2853.4900000000002,3,5,5,355,Loyal Customers
57,3,2456.86,3,3,5,335,Loyal Customers
112,2,266.63,2,3,2,232,At Risk
115,9,5496.39,2,5,5,255,At Risk
172,2,449.49,2,3,2,232,At Risk
155,1,304.97,2,1,2,212,Others
66,1,312.68,3,1,2,312,Others
21,12,3412.78,4,5,5,455,Champions
30,1,80.28,4,1,1,411,Others
18,2,824.48,4,3,3,433,Loyal Customers
17,2,208.3,4,3,1,431,Loyal Customers
192,1,166.63,1,1,1,111,Others
156,2,823.4,2,3,3,233,At Risk
29,1,502.52,4,1,3,413,Others
78,1,889.44,2,1,3,213,Others
93,7,1388.47,2,5,4,254,At Risk
46,5,2121.18,3,4,4,344,Loyal Customers
68,1,304.18,3,1,2,312,Others
15,12,5579.87,5,5,5,555,Champions
212,4,1033.81,1,4,4,144,At Risk
92,3,3686.61,2,3,5,235,At Risk
59,2,2085.61,3,3,4,334,Loyal Customers
337,1,518.14,1,1,3,113,Others
114,2,1089.44,2,3,4,234,At Risk
19,1,383.96999999999997,4,1,2,412,Others
205,2,718.04,1,3,3,133,At Risk
37,1,204.62,3,1,1,311,Others
31,4,3475.7200000000003,4,4,5,445,Champions
10,3,431.11,5,3,2,532,Loyal Customers
24,1,119.92,4,1,1,411,Others
367,1,312.9,1,1,2,112,Others
25,6,1203.53,4,5,4,454,Champions
9,1,487.75,5,1,2,512,Others
103,1,167.16,2,1,1,211,Others
43,4,1468.82,3,4,4,344,Loyal Customers
18,2,569.22,4,3,3,433,Loyal Customers
42,1,81.15,3,1,1,311,Others
16,7,1494.6,4,5,4,454,Champions
46,1,345.71,3,1,2,312,Others
303,1,988.0400000000001,1,1,4,114,Others
61,1,948.9300000000001,3,1,3,313,Others
28,8,5284.97,4,5,5,455,Champions
3,3,816.9300000000001,5,3,3,533,Loyal Customers
56,2,510.72,3,3,3,333,Loyal Customers
21,9,2376.102,4,5,5,455,Champions
183,3,639.93,1,3,3,133,At Risk
23,2,283.19,4,3,2,432,Loyal Customers
110,3,991.7900000000001,2,3,4,234,At Risk
361,1,310.43,1,1,2,112,Others
17,5,1298.99,4,4,4,444,Champions
70,1,834.4399999999999,3,1,3,313,Others
99,3,588.05,2,3,3,233,At Risk
1,3,937.07,5,3,3,533,Loyal Customers
4,14,4811.16,5,5,5,555,Champions
68,2,313.7,3,3,2,332,Loyal Customers
30,3,797.9,4,3,3,433,Loyal Customers
44,3,377.71,3,3,2,332,Loyal Customers
10,6,1853.7,5,5,4,554,Champions
130,1,549.0500000000001,2,1,3,213,Others
75,2,606.4100000000001,2,3,3,233,At Risk
56,3,6001.49,3,3,5,335,Loyal Customers
26,9,2572.38,4,5,5,455,Champions
52,3,683.92,3,3,3,333,Loyal Customers
59,1,100.4,3,1,1,311,Others
366,1,178.98000000000002,1,1,1,111,Others
14,2,845.01,5,3,3,533,Loyal Customers
1,1,383.07,5,1,2,512,Others
12,1,106.47999999999999,5,1,1,511,Others
29,4,1687.49,4,4,4,444,Champions
254,1,389.49,1,1,2,112,Others
199,1,426.24,1,1,2,112,Others
25,11,5711.9400000000005,4,5,5,455,Champions
284,1,379.7,1,1,2,112,Others
2,4,2062.2,5,4,4,544,Champions
108,10,2965.91,2,5,5,255,At Risk
245,3,662.2,1,3,3,133,At Risk
148,3,549.28,2,3,3,233,At Risk
32,4,1269.0900000000001,4,4,4,444,Champions
64,2,2193.56,3,3,5,335,Loyal Customers
222,1,160.5,1,1,1,111,Others
257,1,250.26000000000002,1,1,1,111,Others
37,1,59.400000000000006,3,1,1,311,Others
5,6,690.3000000000001,5,5,3,553,Loyal Customers
10,7,2753.41,5,5,5,555,Champions
66,3,1293.72,3,3,4,334,Loyal Customers
58,1,302.04,3,1,2,312,Others
71,1,610.6,3,1,3,313,Others
302,1,280.51,1,1,2,112,Others
38,5,2095.0,3,4,4,344,Loyal Customers
191,1,266.25,1,1,2,112,Others
113,2,620.06,2,3,3,233,At Risk
47,3,1893.93,3,3,4,334,Loyal Customers
66,5,2577.54,3,4,5,345,Loyal Customers
276,1,60.0,1,1,1,111,Others
50,10,9839.55,3,5,5,355,Loyal Customers
57,3,1362.63,3,3,4,334,Loyal Customers
39,3,1136.89,3,3,4,334,Loyal Customers
182,2,787.99,1,3,3,133,At Risk
32,8,2815.17,4,5,5,455,Champions
197,1,71.95,1,1,1,111,Others
50,1,368.75,3,1,2,312,Others
148,4,1182.3799999999999,2,4,4,244,At Risk
8,20,7377.46,5,5,5,555,Champions
17,3,1253.18,4,3,4,434,Loyal Customers
16,2,239.87,4,3,1,431,Loyal Customers
166,1,454.66,2,1,2,212,Others
240,2,1839.52,1,3,4,134,At Risk
15,4,732.91,5,4,3,543,Loyal Customers
114,3,961.9000000000001,2,3,3,233,At Risk
16,2,816.5600000000001,4,3,3,433,Loyal Customers
36,14,6145.37,4,5,5,455,Champions
1,10,2146.95,5,5,5,555,Champions
86,4,1309.01,2,4,4,244,At Risk
235,1,228.96,1,1,1,111,Others
30,3,491.17,4,3,2,432,Loyal Customers
61,1,220.44,3,1,1,311,Others
197,4,496.16,1,4,2,142,At Risk
16,4,1290.03,4,4,4,444,Champions
124,2,284.4,2,3,2,232,At Risk
14,7,6211.42,5,5,5,555,Champions
206,1,348.59,1,1,2,112,Others
26,3,148.32999999999998,4,3,1,431,Loyal Customers
136,1,24.75,2,1,1,211,Others
43,1,94.92,3,1,1,311,Others
15,3,369.34000000000003,5,3,2,532,Loyal Customers
1,6,1574.51,5,5,4,554,Champions
94,2,653.3100000000001,2,3,3,233,At Risk
29,8,2553.06,4,5,5,455,Champions
9,26,9178.26,5,5,5,555,Champions
301,1,247.5,1,1,1,111,Others
46,1,233.35,3,1,1,311,Others
290,1,207.04,1,1,1,111,Others
56,6,6650.17,3,5,5,355,Loyal Customers
2,12,4659.47,5,5,5,555,Champions
8,6,3484.5299999999997,5,5,5,555,Champions
4,6,2533.09,5,5,5,555,Champions
366,1,308.0,1,1,2,112,Others
201,2,650.16,1,3,3,133,At Risk
4,2,225.15,5,3,1,531,Loyal Customers
191,1,93.6,1,1,1,111,Others
136,6,2310.38,2,5,5,255,At Risk
246,4,797.96,1,4,3,143,At Risk
114,1,1634.64,2,1,4,214,Others
1,121,55942.74,5,5,5,555,Champions
19,8,2005.34,4,5,4,454,Champions
49,2,492.48,3,3,2,332,Loyal Customers
313,1,129.75,1,1,1,111,Others
73,9,3961.42,2,5,5,255,At Risk
112,1,711.18,2,1,3,213,Others
198,3,434.6,1,3,2,132,At Risk
337,1,140.22000000000003,1,1,1,111,Others
31,7,1439.72,4,5,4,454,Champions
245,4,1388.81,1,4,4,144,At Risk
43,1,107.24,3,1,1,311,Others
10,8,1909.13,5,5,4,554,Champions
135,3,767.91,2,3,3,233,At Risk
2,6,4892.68,5,5,5,555,Champions
37,1,240.5,3,1,1,311,Others
47,1,373.02,3,1,2,312,Others
313,1,277.93,1,1,2,112,Others
57,5,1246.95,3,4,4,344,Loyal Customers
197,1,105.5,1,1,1,111,Others
85,1,382.2,2,1,2,212,Others
61,2,343.7,3,3,2,332,Loyal Customers
2,4,1162.0,5,4,4,544,Champions
9,2,547.6,5,3,3,533,Loyal Customers
5,4,1770.23,5,4,4,544,Champions
184,1,111.15,1,1,1,111,Others
3,6,2336.0,5,5,5,555,Champions
239,3,284.4,1,3,2,132,At Risk
4,4,664.66,5,4,3,543,Loyal Customers
1,22,8703.21,5,5,5,555,Champions
298,8,181.35,1,5,1,151,At Risk
162,3,270.15,2,3,2,232,At Risk
84,2,613.08,2,3,3,233,At Risk
8,2,678.11,5,3,3,533,Loyal Customers
39,6,2242.81,3,5,5,355,Loyal Customers
45,5,1786.57,3,4,4,344,Loyal Customers
54,7,3203.7400000000002,3,5,5,355,Loyal Customers
30,1,275.8,4,1,2,412,Others
128,11,6251.26,2,5,5,255,At Risk
46,1,1352.96,3,1,4,314,Others
298,1,59.400000000000006,1,1,1,111,Others
86,7,4009.66,2,5,5,255,At Risk
7,6,1002.93,5,5,4,554,Champions
260,1,139.32,1,1,1,111,Others
326,1,60.959999999999994,1,1,1,111,Others
18,4,1211.75,4,4,4,444,Champions
98,2,246.5,2,3,1,231,At Risk
36,1,1174.55,4,1,4,414,Others
1,7,1788.8,5,5,4,554,Champions
59,3,1293.72,3,3,4,334,Loyal Customers
10,6,7777.84,5,5,5,555,Champions
17,2,1385.38,4,3,4,434,Loyal Customers
28,2,625.2,4,3,3,433,Loyal Customers
128,1,468.65,2,1,2,212,Others
36,4,2233.8,4,4,5,445,Champions
32,2,1216.66,4,3,4,434,Loyal Customers
220,1,289.87,1,1,2,112,Others
10,3,1376.09,5,3,4,534,Loyal Customers
203,3,659.48,1,3,3,133,At Risk
31,7,3103.26,4,5,5,455,Champions
219,1,508.20000000000005,1,1,3,113,Others
56,3,586.1,3,3,3,333,Loyal Customers
88,2,216.95,2,3,1,231,At Risk
23,4,1203.77,4,4,4,444,Champions
127,2,170.88,2,3,1,231,At Risk
11,1,257.06,5,1,2,512,Others
212,1,310.74,1,1,2,112,Others
89,2,465.16,2,3,2,232,At Risk
357,1,131.25,1,1,1,111,Others
204,2,1234.88,1,3,4,134,At Risk
327,5,6798.72,1,4,5,145,At Risk
114,3,588.5,2,3,3,233,At Risk
61,2,449.42,3,3,2,332,Loyal Customers
70,6,743.0,3,5,3,353,Loyal Customers
21,6,2854.98,4,5,5,455,Champions
15,5,1522.27,5,4,4,544,Champions
217,2,223.39000000000001,1,3,1,131,At Risk
99,1,214.44,2,1,1,211,Others
36,4,1941.1200000000001,4,4,4,444,Champions
5,5,1134.85,5,4,4,544,Champions
23,3,668.97,4,3,3,433,Loyal Customers
103,2,954.75,2,3,3,233,At Risk
138,1,153.24,2,1,1,211,Others
177,1,149.57,1,1,1,111,Others
10,6,1525.5800000000002,5,5,4,554,Champions
276,1,193.29000000000002,1,1,1,111,Others
40,4,1269.05,3,4,4,344,Loyal Customers
32,3,1254.21,4,3,4,434,Loyal Customers
110,7,1900.64,2,5,4,254,At Risk
226,1,171.0,1,1,1,111,Others
12,3,399.75,5,3,2,532,Loyal Customers
163,4,337.71000000000004,2,4,2,242,At Risk
310,1,294.17,1,1,2,112,Others
70,2,226.86,3,3,1,331,Loyal Customers
26,3,1256.63,4,3,4,434,Loyal Customers
254,1,126.89,1,1,1,111,Others
233,1,38.25,1,1,1,111,Others
39,7,1656.93,3,5,4,354,Loyal Customers
38,1,208.8,3,1,1,311,Others
53,2,202.83,3,3,1,331,Loyal Customers
96,2,429.7,2,3,2,232,At Risk
81,1,502.45,2,1,3,213,Others
5,15,5281.53,5,5,5,555,Champions
25,3,1225.93,4,3,4,434,Loyal Customers
28,1,962.97,4,1,3,413,Others
74,1,335.70000000000005,2,1,2,212,Others
211,1,63.419999999999995,1,1,1,111,Others
16,2,837.53,4,3,3,433,Loyal Customers
80,1,274.8,2,1,2,212,Others
231,1,150.35,1,1,1,111,Others
16,4,2209.98,4,4,5,445,Champions
285,1,368.4,1,1,2,112,Others
211,1,583.5600000000001,1,1,3,113,Others
369,1,147.4,1,1,1,111,Others
101,4,5373.5,2,4,5,245,At Risk
37,1,1993.34,3,1,4,314,Others
22,7,3537.6,4,5,5,455,Champions
21,6,592.56,4,5,3,453,Loyal Customers
176,2,1061.69,2,3,4,234,At Risk
9,5,3186.01,5,4,5,545,Champions
163,1,102.0,2,1,1,211,Others
315,1,231.32,1,1,1,111,Others
92,4,340.6,2,4,2,242,At Risk
36,5,1285.3300000000002,4,4,4,444,Champions
66,1,210.85,3,1,1,311,Others
25,4,2168.27,4,4,5,445,Champions
114,3,2422.02,2,3,5,235,At Risk
15,1,246.5,5,1,1,511,Others
267,1,146.14,1,1,1,111,Others
18,7,7395.19,4,5,5,455,Champions
2,19,12633.18,5,5,5,555,Champions
359,1,158.65,1,1,1,111,Others
40,2,399.95,3,3,2,332,Loyal Customers
4,5,3548.34,5,4,5,545,Champions
362,1,116.26,1,1,1,111,Others
156,3,349.87,2,3,2,232,At Risk
17,3,1058.25,4,3,4,434,Loyal Customers
16,1,152.41,4,1,1,411,Others
26,2,210.58,4,3,1,431,Loyal Customers
1,18,12992.33,5,5,5,555,Champions
15,7,2368.34,5,5,5,555,Champions
23,1,171.81,4,1,1,411,Others
15,7,2268.44,5,5,5,555,Champions
19,2,344.61,4,3,2,432,Loyal Customers
36,8,4098.04,4,5,5,455,Champions
24,15,16847.18,4,5,5,455,Champions
242,1,151.4,1,1,1,111,Others
9,2,430.78000000000003,5,3,2,532,Loyal Customers
30,15,3126.36,4,5,5,455,Champions
2,2,1116.72,5,3,4,534,Loyal Customers
148,1,311.37,2,1,2,212,Others
12,6,2174.12,5,5,5,555,Champions
361,1,162.25,1,1,1,111,Others
40,2,541.47,3,3,3,333,Loyal Customers
45,1,259.09,3,1,2,312,Others
173,6,3358.4,2,5,5,255,At Risk
11,1,247.38,5,1,1,511,Others
148,3,855.71,2,3,3,233,At Risk
95,1,114.4,2,1,1,211,Others
8,12,4615.72,5,5,5,555,Champions
7,1,135.32999999999998,5,1,1,511,Others
242,2,1079.1000000000001,1,3,4,134,At Risk
12,12,5146.45,5,5,5,555,Champions
231,1,158.09,1,1,1,111,Others
57,5,652.7,3,4,3,343,Loyal Customers
14,8,1635.42,5,5,4,554,Champions
30,6,1243.75,4,5,4,454,Champions
259,1,162.4,1,1,1,111,Others
1,22,7267.83,5,5,5,555,Champions
275,1,202.68,1,1,1,111,Others
204,1,1109.4,1,1,4,114,Others
33,2,153.52,4,3,1,431,Loyal Customers
19,4,1133.8,4,4,4,444,Champions
60,2,536.88,3,3,3,333,Loyal Customers
150,3,1459.02,2,3,4,234,At Risk
99,2,70.74000000000001,2,3,1,231,At Risk
28,2,227.87,4,3,1,431,Loyal Customers
26,5,2207.74,4,4,5,445,Champions
5,14,5105.32,5,5,5,555,Champions
22,10,3241.92,4,5,5,455,Champions
16,3,1431.78,4,3,4,434,Loyal Customers
254,3,597.23,1,3,3,133,At Risk
8,3,774.84,5,3,3,533,Loyal Customers
255,1,30.1,1,1,1,111,Others
359,2,137.15,1,3,1,131,At Risk
19,3,923.03,4,3,3,433,Loyal Customers
12,8,1375.39,5,5,4,554,Champions
2,26,4076.9700000000003,5,5,5,555,Champions
12,1,95.96,5,1,1,511,Others
35,2,547.34,4,3,3,433,Loyal Customers
228,3,1139.1000000000001,1,3,4,134,At Risk
28,3,608.4,4,3,3,433,Loyal Customers
313,1,579.6,1,1,3,113,Others
18,5,1496.6,4,4,4,444,Champions
218,3,217.9,1,3,1,131,At Risk
123,1,357.59999999999997,2,1,2,212,Others
1,5,1723.45,5,4,4,544,Champions
211,1,238.8,1,1,1,111,Others
63,1,307.34,3,1,2,312,Others
81,1,488.32,2,1,2,212,Others
64,4,1199.31,3,4,4,344,Loyal Customers
8,17,8183.56,5,5,5,555,Champions
4,8,1932.64,5,5,4,554,Champions
284,1,40.0,1,1,1,111,Others
9,5,738.57,5,4,3,543,Loyal Customers
26,8,2310.83,4,5,5,455,Champions
179,8,1604.21,1,5,4,154,At Risk
51,1,692.3,3,1,3,313,Others
19,13,1405.83,4,5,4,454,Champions
246,1,433.71999999999997,1,1,2,112,Others
73,4,3147.36,2,4,5,245,At Risk
26,24,10974.23,4,5,5,455,Champions
74,1,317.11,2,1,2,212,Others
32,3,828.5500000000001,4,3,3,433,Loyal Customers
45,1,389.18,3,1,2,312,Others
63,8,4143.05,3,5,5,355,Loyal Customers
29,7,2136.02,4,5,4,454,Champions
12,5,1702.1399999999999,5,4,4,544,Champions
57,1,391.72,3,1,2,312,Others
93,2,566.9,2,3,3,233,At Risk
2,9,2782.02,5,5,5,555,Champions
86,4,2240.9,2,4,5,245,At Risk
280,1,295.05,1,1,2,112,Others
278,1,596.67,1,1,3,113,Others
145,13,4335.96,2,5,5,255,At Risk
19,1,311.1,4,1,2,412,Others
31,1,100.35,4,1,1,411,Others
73,2,719.82,2,3,3,233,At Risk
49,4,574.23,3,4,3,343,Loyal Customers
14,6,2265.2,5,5,5,555,Champions
87,2,639.76,2,3,3,233,At Risk
8,15,11411.92,5,5,5,555,Champions
32,8,3458.35,4,5,5,455,Champions
365,1,105.78,1,1,1,111,Others
50,2,443.16,3,3,2,332,Loyal Customers
8,3,526.97,5,3,3,533,Loyal Customers
51,1,169.0,3,1,1,311,Others
3,3,1354.35,5,3,4,534,Loyal Customers
157,2,553.88,2,3,3,233,At Risk
56,2,612.76,3,3,3,333,Loyal Customers
23,4,1068.2,4,4,4,444,Champions
8,4,1399.3700000000001,5,4,4,544,Champions
22,2,226.04,4,3,1,431,Loyal Customers
1,7,1212.13,5,5,4,554,Champions
15,6,906.15,5,5,3,553,Loyal Customers
297,2,283.73,1,3,2,132,At Risk
85,3,867.6,2,3,3,233,At Risk
47,3,1764.86,3,3,4,334,Loyal Customers
108,2,632.94,2,3,3,233,At Risk
192,1,152.15,1,1,1,111,Others
361,1,45.300000000000004,1,1,1,111,Others
87,5,3478.09,2,4,5,245,At Risk
53,8,4501.63,3,5,5,355,Loyal Customers
40,1,218.35,3,1,1,311,Others
57,2,648.4,3,3,3,333,Loyal Customers
31,2,1473.24,4,3,4,434,Loyal Customers
2,8,3173.9,5,5,5,555,Champions
15,9,1563.54,5,5,4,554,Champions
235,2,318.24,1,3,2,132,At Risk
109,1,330.79,2,1,2,212,Others
183,3,173.95,1,3,1,131,At Risk
86,1,55.980000000000004,2,1,1,211,Others
56,1,90.0,3,1,1,311,Others
54,1,190.57,3,1,1,311,Others
253,1,266.93,1,1,2,112,Others
30,3,434.5,4,3,2,432,Loyal Customers
295,1,37.5,1,1,1,111,Others
1,12,4331.41,5,5,5,555,Champions
233,2,721.0600000000001,1,3,3,133,At Risk
59,5,1170.1100000000001,3,4,4,344,Loyal Customers
325,1,246.75,1,1,1,111,Others
260,1,46.2,1,1,1,111,Others
112,2,140.39,2,3,1,231,At Risk
138,2,1441.04,2,3,4,234,At Risk
5,3,969.19,5,3,3,533,Loyal Customers
225,1,194.6,1,1,1,111,Others
53,1,898.87,3,1,3,313,Others
192,2,420.25,1,3,2,132,At Risk
15,7,2400.05,5,5,5,555,Champions
2,3,654.09,5,3,3,533,Loyal Customers
89,3,453.93,2,3,2,232,At Risk
191,5,658.02,1,4,3,143,At Risk
5,8,1913.55,5,5,4,554,Champions
57,4,456.70000000000005,3,4,2,342,Loyal Customers
176,1,293.79,2,1,2,212,Others
17,18,5165.9,4,5,5,455,Champions
186,1,140.49,1,1,1,111,Others
81,6,3022.79,2,5,5,255,At Risk
47,3,740.0,3,3,3,333,Loyal Customers
36,1,92.6,4,1,1,411,Others
26,1,321.91,4,1,2,412,Others
23,8,4212.65,4,5,5,455,Champions
15,2,544.6,5,3,3,533,Loyal Customers
36,2,107.55000000000001,4,3,1,431,Loyal Customers
17,2,605.7,4,3,3,433,Loyal Customers
189,1,125.3,1,1,1,111,Others
8,9,1387.95,5,5,4,554,Champions
72,2,923.85,2,3,3,233,At Risk
57,1,327.68,3,1,2,312,Others
71,2,1767.1200000000001,3,3,4,334,Loyal Customers
8,26,8560.55,5,5,5,555,Champions
94,2,208.62,2,3,1,231,At Risk
255,1,156.87,1,1,1,111,Others
11,6,1553.17,5,5,4,554,Champions
85,2,465.45,2,3,2,232,At Risk
2,12,4330.461,5,5,5,555,Champions
96,11,1380.44,2,5,4,254,At Risk
8,3,1557.96,5,3,4,534,Loyal Customers
129,6,2579.04,2,5,5,255,At Risk
15,11,3628.87,5,5,5,555,Champions
22,4,2225.94,4,4,5,445,Champions
147,4,577.89,2,4,3,243,At Risk
266,2,13916.34,1,3,5,135,At Risk
78,1,143.05,2,1,1,211,Others
70,2,1223.1100000000001,3,3,4,334,Loyal Customers
302,1,370.63,1,1,2,112,Others
92,2,516.0,2,3,3,233,At Risk
112,31,14687.06,2,5,5,255,At Risk
7,21,32451.6,5,5,5,555,Champions
248,1,321.45,1,1,2,112,Others
240,3,1006.54,1,3,4,134,At Risk
54,1,280.88,3,1,2,312,Others
45,1,138.84,3,1,1,311,Others
54,5,1017.5400000000001,3,4,4,344,Loyal Customers
267,1,45.599999999999994,1,1,1,111,Others
32,3,715.5,4,3,3,433,Loyal Customers
67,1,307.95000000000005,3,1,2,312,Others
99,2,124.08000000000001,2,3,1,231,At Risk
66,1,1399.36,3,1,4,314,Others
103,2,848.33,2,3,3,233,At Risk
15,11,3640.96,5,5,5,555,Champions
53,2,3582.62,3,3,5,335,Loyal Customers
144,1,221.83,2,1,1,211,Others
67,5,1610.71,3,4,4,344,Loyal Customers
165,3,1995.65,2,3,4,234,At Risk
35,2,933.84,4,3,3,433,Loyal Customers
14,5,1433.96,5,4,4,544,Champions
372,2,777.0,1,3,3,133,At Risk
66,7,1369.8600000000001,3,5,4,354,Loyal Customers
10,9,2463.02,5,5,5,555,Champions
217,2,613.6800000000001,1,3,3,133,At Risk
128,3,1535.37,2,3,4,234,At Risk
54,1,537.2,3,1,3,313,Others
89,5,530.18,2,4,3,243,At Risk
81,3,1513.84,2,3,4,234,At Risk
21,13,4660.75,4,5,5,455,Champions
44,2,913.62,3,3,3,333,Loyal Customers
5,18,14482.03,5,5,5,555,Champions
95,2,758.6700000000001,2,3,3,233,At Risk
22,4,1607.06,4,4,4,444,Champions
1,2,1557.38,5,3,4,534,Loyal Customers
71,7,3400.33,3,5,5,355,Loyal Customers
29,2,689.11,4,3,3,433,Loyal Customers
178,2,144.15,1,3,1,131,At Risk
56,3,2766.4,3,3,5,335,Loyal Customers
224,1,340.5,1,1,2,112,Others
67,6,2029.3400000000001,3,5,4,354,Loyal Customers
129,4,954.59,2,4,3,243,At Risk
8,3,3882.17,5,3,5,535,Loyal Customers
89,2,890.94,2,3,3,233,At Risk
204,1,943.97,1,1,3,113,Others
8,16,1957.98,5,5,4,554,Champions
11,1,1108.82,5,1,4,514,Others
373,1,80.4,1,1,1,111,Others
12,3,1539.24,5,3,4,534,Loyal Customers
121,1,385.03000000000003,2,1,2,212,Others
3,16,40519.92,5,5,5,555,Champions
22,5,1518.35,4,4,4,444,Champions
29,2,548.8000000000001,4,3,3,433,Loyal Customers
172,3,714.51,2,3,3,233,At Risk
21,1,107.01,4,1,1,411,Others
64,3,433.3,3,3,2,332,Loyal Customers
257,1,137.99,1,1,1,111,Others
12,4,771.87,5,4,3,543,Loyal Customers
162,1,109.73,2,1,1,211,Others
162,1,96.55,2,1,1,211,Others
12,9,2609.16,5,5,5,555,Champions
112,1,340.48,2,1,2,212,Others
1,26,17703.63,5,5,5,555,Champions
66,1,273.48,3,1,2,312,Others
3,9,2508.77,5,5,5,555,Champions
68,1,438.46,3,1,2,312,Others
4,10,1498.8,5,5,4,554,Champions
92,4,1222.28,2,4,4,244,At Risk
9,10,2033.64,5,5,4,554,Champions
253,3,286.26,1,3,2,132,At Risk
17,1,244.44,4,1,1,411,Others
49,2,1346.29,3,3,4,334,Loyal Customers
5,17,5224.81,5,5,5,555,Champions
219,1,94.53,1,1,1,111,Others
262,1,171.47,1,1,1,111,Others
32,3,506.02000000000004,4,3,3,433,Loyal Customers
73,1,33.099999999999994,2,1,1,211,Others
14,2,413.0,5,3,2,532,Loyal Customers
135,4,313.91999999999996,2,4,2,242,At Risk
23,14,6878.88,4,5,5,455,Champions
282,1,108.52,1,1,1,111,Others
45,2,1449.14,3,3,4,334,Loyal Customers
197,2,330.77,1,3,2,132,At Risk
40,4,1137.8,3,4,4,344,Loyal Customers
5,1,329.03,5,1,2,512,Others
4,6,979.62,5,5,3,553,Loyal Customers
68,2,244.60000000000002,3,3,1,331,Loyal Customers
19,12,1572.47,4,5,4,454,Champions
52,3,871.78,3,3,3,333,Loyal Customers
42,3,1027.15,3,3,4,334,Loyal Customers
36,2,260.85,4,3,2,432,Loyal Customers
5,7,1279.6,5,5,4,554,Champions
30,5,535.65,4,4,3,443,Loyal Customers
305,1,128.2,1,1,1,111,Others
117,1,305.28000000000003,2,1,2,212,Others
5,1,151.44,5,1,1,511,Others
3,22,4129.26,5,5,5,555,Champions
4,1,56.25,5,1,1,511,Others
49,3,549.29,3,3,3,333,Loyal Customers
87,4,335.99,2,4,2,242,At Risk
16,1,145.01,4,1,1,411,Others
14,5,3813.08,5,4,5,545,Champions
179,1,114.69,1,1,1,111,Others
10,3,962.5,5,3,3,533,Loyal Customers
126,2,758.62,2,3,3,233,At Risk
36,7,1432.29,4,5,4,454,Champions
259,8,1700.24,1,5,4,154,At Risk
72,7,810.08,2,5,3,253,At Risk
170,1,6.300000000000001,2,1,1,211,Others
14,2,205.99,5,3,1,531,Loyal Customers
37,1,364.45,3,1,2,312,Others
2,7,1874.83,5,5,4,554,Champions
242,4,407.07,1,4,2,142,At Risk
267,1,248.65,1,1,1,111,Others
4,1,214.07999999999998,5,1,1,511,Others
60,5,401.64,3,4,2,342,Loyal Customers
32,3,452.23,4,3,2,432,Loyal Customers
9,1,369.5,5,1,2,512,Others
8,1,127.08,5,1,1,511,Others
367,1,102.82,1,1,1,111,Others
178,1,134.44,1,1,1,111,Others
283,1,106.54,1,1,1,111,Others
292,1,293.53,1,1,2,112,Others
280,1,594.0,1,1,3,113,Others
64,1,239.9,3,1,1,311,Others
53,2,2190.66,3,3,5,335,Loyal Customers
15,2,282.79,5,3,2,532,Loyal Customers
92,4,330.23,2,4,2,242,At Risk
10,1,2945.38,5,1,5,515,Others
273,1,405.0,1,1,2,112,Others
285,2,271.28999999999996,1,3,2,132,At Risk
29,3,1839.14,4,3,4,434,Loyal Customers
1,4,646.27,5,4,3,543,Loyal Customers
138,3,2304.18,2,3,5,235,At Risk
60,1,553.85,3,1,3,313,Others
11,6,5376.2,5,5,5,555,Champions
17,1,304.95,4,1,2,412,Others
5,11,1990.8,5,5,4,554,Champions
225,1,190.75,1,1,1,111,Others
8,9,4242.1,5,5,5,555,Champions
187,2,617.6,1,3,3,133,At Risk
56,2,492.36,3,3,2,332,Loyal Customers
39,3,357.77,3,3,2,332,Loyal Customers
318,3,542.89,1,3,3,133,At Risk
10,4,410.95,5,4,2,542,Loyal Customers
15,1,451.28999999999996,5,1,2,512,Others
85,1,289.48,2,1,2,212,Others
299,1,269.21000000000004,1,1,2,112,Others
3,10,2119.26,5,5,4,554,Champions
86,1,426.53,2,1,2,212,Others
15,10,2568.32,5,5,5,555,Champions
24,1,404.55,4,2,2,422,Others
61,2,460.95,3,3,2,332,Loyal Customers
234,1,703.22,1,2,3,123,Others
21,6,1702.98,4,5,4,454,Champions
92,5,1769.33,2,4,4,244,At Risk
2,3,680.62,5,3,3,533,Loyal Customers
46,4,1266.77,3,4,4,344,Loyal Customers
68,2,2180.64,3,3,5,335,Loyal Customers
238,1,329.21999999999997,1,2,2,122,Others
126,4,4144.82,2,4,5,245,At Risk
37,13,5954.29,3,5,5,355,Loyal Customers
241,1,324.51,1,2,2,122,Others
1,6,2458.9,5,5,5,555,Champions
4,21,5735.09,5,5,5,555,Champions
72,5,1572.8600000000001,2,4,4,244,At Risk
17,1,186.3,4,2,1,421,Others
